ProfID,OBJECTID,HorNO,HorID,DepthFrom,DepthTo,SOC
P1685,26057,1,P1685H01,0,22,1.9
P1685,26058,2,P1685H02,22,55,0.9
P1685,26059,3,P1685H03,55,70,0.7
P1685,26060,4,P1685H04,70,110,0.5
P1685,26061,5,P1685H05,110,130,0.8
P1686,26062,1,P1686H01,2,12,4.6
P1686,26063,2,P1686H02,12,55,1.1
P1687,26064,1,P1687H01,0,15,1.7
P1688,26065,1,P1688H01,0,20,5.4
P1688,26066,2,P1688H02,20,32,3.8
P1689,26067,1,P1689H01,0,10,2.0
P1689,26068,2,P1689H02,10,25,1.0
P1689,26069,3,P1689H03,25,61,0.6
P1689,26070,4,P1689H04,61,97,0.5
P1690,26071,1,P1690H01,2,19,1.6
P1690,26072,2,P1690H02,19,45,0.7
P1691,26073,1,P1691H01,0,12,3.6
P1691,26074,2,P1691H02,12,38,0.9
P1692,26075,1,P1692H01,0,10,6.3
P1692,26076,2,P1692H02,10,47,0.6
P1693,26077,1,P1693H01,3,15,2.5
P1693,26078,2,P1693H02,15,57,0.7
P1693,26079,3,P1693H03,57,75,0.8
P1694,26080,1,P1694H01,0,13,1.8
P1694,26081,2,P1694H02,13,32,1.4
P1694,26082,3,P1694H03,32,46,0.8
P1695,26083,1,P1695H01,0,18,4.1
P1695,26084,2,P1695H02,18,36,2.8
P1696,26085,1,P1696H01,0,15,4.9
P1696,26086,2,P1696H02,15,52,3.3
P1697,26087,1,P1697H01,0,24,2.4
P1697,26088,2,P1697H02,24,45,0.7
P1698,26089,1,P1698H01,0,18,4.4
P1698,26090,2,P1698H02,18,45,3.1
P1698,26091,3,P1698H03,45,90,2.9
P1699,26092,1,P1699H01,0,20,2.4
P1699,26093,2,P1699H02,20,46,0.9
P1700,26094,1,P1700H01,0,18,4.1
P1700,26095,2,P1700H02,18,40,2.8
P1700,26096,3,P1700H03,40,72,3.0
P1700,26097,4,P1700H04,72,110,2.8
P1702,26098,1,P1702H01,0,20,2.2
P1702,26099,2,P1702H02,20,52,1.5
P1702,26100,3,P1702H03,52,90,0.8
P1702,26101,4,P1702H04,90,120,0.6
P1703,26102,1,P1703H01,0,22,4.3
P1703,26103,2,P1703H02,22,54,1.5
P1703,26104,3,P1703H03,54,80,0.7
P1704,26105,1,P1704H01,0,28,2.3
P1704,26106,2,P1704H02,28,46,1.1
P1706,26107,1,P1706H01,0,11,4.4
P1706,26108,2,P1706H02,11,38,2.3
P1707,26109,1,P1707H01,3,30,5.9
P1707,26110,2,P1707H02,30,44,3.6
P1707,26111,3,P1707H03,44,67,2.4
P1707,26112,4,P1707H04,67,85,1.5
P1708,26113,1,P1708H01,3,27,3.4
P1708,26114,2,P1708H02,27,58,1.9
P1708,26115,3,P1708H03,58,82,1.8
P1708,26116,4,P1708H04,82,104,1.5
P1709,26117,1,P1709H01,2,10,7.5
P1709,26118,2,P1709H02,10,30,4.0
P1710,26119,1,P1710H01,0,28,4.7
P1710,26120,2,P1710H02,28,58,2.3
P1711,26121,1,P1711H01,0,19,3.1
P1711,26122,2,P1711H02,19,47,2.6
P1711,26123,3,P1711H03,47,70,2.0
P1712,26124,1,P1712H01,0,20,4.5
P1712,26125,2,P1712H02,20,53,2.0
P1712,26126,3,P1712H03,53,69,1.8
P1713,26127,1,P1713H01,0,25,3.8
P1714,26128,1,P1714H01,0,25,3.4
P1714,26129,2,P1714H02,25,68,1.6
P1714,26130,3,P1714H03,68,80,1.5
P1715,26131,1,P1715H01,0,30,1.7
P1716,26132,1,P1716H01,0,29,2.6
P1717,26133,1,P1717H01,0,16,1.7
P1717,26134,2,P1717H02,16,41,0.7
P1717,26135,3,P1717H03,41,75,0.6
P1718,26136,1,P1718H01,0,25,4.0
P1718,26137,2,P1718H02,25,56,2.8
P1718,26138,3,P1718H03,56,82,1.1
P1719,26139,1,P1719H01,0,27,3.6
P1720,26140,1,P1720H01,2,18,5.0
P1720,26141,2,P1720H02,18,50,1.2
P1721,26142,1,P1721H01,0,12,21.2
P1722,26143,1,P1722H01,0,10,8.8
P1723,26144,1,P1723H01,0,18,8.4
P1724,26145,1,P1724H01,3,38,3.1
P1725,26146,1,P1725H01,3,28,3.0
P1725,26147,2,P1725H02,28,61,1.9
P1725,26148,3,P1725H03,61,75,0.9
P1726,26149,1,P1726H01,4,18,2.8
P1726,26150,2,P1726H02,18,48,1.5
P1726,26151,3,P1726H03,48,71,0.8
P1727,26152,1,P1727H01,0,31,4.2
P1727,26153,2,P1727H02,31,58,1.4
P1728,26154,1,P1728H01,0,18,4.9
P1729,26155,1,P1729H01,2,21,4.3
P1729,26156,2,P1729H02,21,73,1.1
P1730,26157,1,P1730H01,0,30,7.2
P1731,26158,1,P1731H01,4,24,15.9
P1732,26159,1,P1732H01,0,17,2.1
P1732,26160,2,P1732H02,17,42,0.9
P1732,26161,3,P1732H03,42,85,0.7
P1733,26162,1,P1733H01,0,20,1.8
P1733,26163,2,P1733H02,20,50,1.2
P1733,26164,3,P1733H03,50,110,1.3
P1734,26165,1,P1734H01,0,18,3.7
P1735,26166,1,P1735H01,0,19,1.6
P1735,26167,2,P1735H02,19,75,1.1
P1735,26168,3,P1735H03,75,90,0.4
P1736,26169,1,P1736H01,0,19,5.1
P1736,26170,2,P1736H02,19,37,1.7
P1736,26171,3,P1736H03,37,92,0.8
P1737,26172,1,P1737H01,0,19,2.8
P1737,26173,2,P1737H02,19,70,0.8
P1738,26174,1,P1738H01,0,24,5.2
P1738,26175,2,P1738H02,24,58,2.1
P1738,26176,3,P1738H03,58,70,1.5
P1739,26177,1,P1739H01,0,27,4.5
P1740,26178,1,P1740H01,0,11,3.6
P1740,26179,2,P1740H02,11,45,3.7
P1741,26180,1,P1741H01,0,25,10.9
P1742,26181,1,P1742H01,0,21,6.1
P1743,26182,1,P1743H01,2,34,8.4
P1743,26183,2,P1743H02,34,52,2.6
P1743,26184,3,P1743H03,52,80,1.3
P1744,26185,1,P1744H01,2,36,5.9
P1744,26186,2,P1744H02,36,59,2.4
P1745,26187,1,P1745H01,3,26,3.2
P1746,26188,1,P1746H01,0,15,2.0
P1746,26189,2,P1746H02,15,56,1.2
P1747,26190,1,P1747H01,0,13,2.1
P1747,26191,2,P1747H02,13,41,2.0
P1748,26192,1,P1748H01,0,25,5.9
P1749,26193,1,P1749H01,4,40,6.5
P1750,26194,1,P1750H01,3,28,4.1
P1751,26195,1,P1751H01,2,21,5.5
P1751,26196,2,P1751H02,21,55,1.7
P1752,26197,1,P1752H01,2,13,1.7
P1752,26198,2,P1752H02,13,39,0.3
P1753,26199,1,P1753H01,3,20,5.5
P1753,26200,2,P1753H02,20,52,1.3
P1753,26201,3,P1753H03,52,85,0.7
P1754,26202,1,P1754H01,3,20,2.5
P1754,26203,2,P1754H02,20,35,1.4
P1754,26204,3,P1754H03,35,70,1.0
P1756,26205,1,P1756H01,0,11,4.1
P1756,26206,2,P1756H02,11,55,2.7
P1757,26207,1,P1757H01,0,28,4.7
P1757,26208,2,P1757H02,28,45,2.8
P1758,26209,1,P1758H01,0,28,4.5
P1758,26210,2,P1758H02,28,49,3.1
P1759,26211,1,P1759H01,0,17,3.9
P1759,26212,2,P1759H02,17,35,1.3
P1759,26213,3,P1759H03,35,70,0.4
P1759,26214,4,P1759H04,70,105,0.5
P1760,26215,1,P1760H01,0,22,1.4
P1761,26216,1,P1761H01,1,8,1.9
P1761,26217,2,P1761H02,8,17,2.6
P1761,26218,3,P1761H03,17,45,1.5
P1761,26219,4,P1761H04,45,85,1.0
P1761,26220,5,P1761H05,85,100,0.2
P1762,26221,1,P1762H01,1,22,3.0
P1762,26222,2,P1762H02,22,63,1.3
P1763,26223,1,P1763H01,0,26,2.3
P1763,26224,2,P1763H02,26,63,1.4
P1763,26225,3,P1763H03,63,75,1.1
P1764,26226,1,P1764H01,1,15,5.7
P1764,26227,2,P1764H02,15,55,1.6
P1765,26228,1,P1765H01,0,21,2.8
P1765,26229,2,P1765H02,21,48,2.0
P1765,26230,3,P1765H03,48,72,1.1
P1766,26231,1,P1766H01,0,10,5.7
P1766,26232,2,P1766H02,10,56,1.9
P1767,26233,1,P1767H01,0,24,5.2
P1767,26234,2,P1767H02,24,37,0.8
P1768,26235,1,P1768H01,0,33,5.2
P1769,26236,1,P1769H01,0,10,6.4
P1770,26237,1,P1770H01,0,23,4.8
P1771,26238,1,P1771H01,0,9,5.5
P1771,26239,2,P1771H02,9,35,3.5
P1772,26240,1,P1772H01,0,34,4.6
P1773,26241,1,P1773H01,0,27,4.2
P1773,26242,2,P1773H02,27,63,2.8
P1773,26243,3,P1773H03,63,85,0.5
P1774,26244,1,P1774H01,0,18,3.6
P1774,26245,2,P1774H02,18,35,1.1
P1775,26246,1,P1775H01,0,25,4.3
P1776,26247,1,P1776H01,0,27,4.0
P1776,26248,2,P1776H02,27,61,1.1
P1776,26249,3,P1776H03,61,94,0.8
P1776,26250,4,P1776H04,94,100,0.7
P1777,26251,1,P1777H01,0,26,4.8
P1778,26252,1,P1778H01,0,30,3.7
P1779,26253,1,P1779H01,3,9,6.5
P1779,26254,2,P1779H02,9,32,2.1
P1779,26255,3,P1779H03,32,70,1.2
P1780,26256,1,P1780H01,0,14,5.8
P1781,26257,1,P1781H01,0,22,3.5
P1782,26258,1,P1782H01,0,15,1.7
P1783,26259,1,P1783H01,0,18,5.8
P1784,26260,1,P1784H01,0,28,5.2
P1784,26261,2,P1784H02,28,46,1.9
P1785,26262,1,P1785H01,3,18,5.8
P1785,26263,2,P1785H02,18,49,3.9
P1786,26264,1,P1786H01,4,17,6.7
P1786,26265,2,P1786H02,17,55,2.9
P1787,26266,1,P1787H01,2,8,6.7
P1787,26267,2,P1787H02,8,40,2.4
P1788,26268,1,P1788H01,2,13,3.7
P1788,26269,2,P1788H02,13,41,1.3
P1788,26270,3,P1788H03,41,61,0.9
P1789,26271,1,P1789H01,1,10,5.0
P1789,26272,2,P1789H02,10,43,1.8
P1789,26273,3,P1789H03,43,61,1.2
P1790,26274,1,P1790H01,1,11,4.2
P1790,26275,2,P1790H02,11,53,1.0
P1790,26276,3,P1790H03,53,77,0.8
P1791,26277,1,P1791H01,1,10,4.9
P1791,26278,2,P1791H02,10,33,4.7
P1792,26279,1,P1792H01,0,22,0.5
P1792,26280,2,P1792H02,22,42,0.1
P1795,26281,1,P1795H01,0,15,1.3
P1795,26282,2,P1795H02,15,35,0.9
P1796,26283,1,P1796H01,0,20,1.1
P1796,26284,2,P1796H02,20,80,0.8
P1797,26285,1,P1797H01,0,15,1.3
P1797,26286,2,P1797H02,15,60,0.9
P1798,26287,1,P1798H01,0,20,0.6
P1799,26288,1,P1799H01,3,25,2.3
P1799,26289,2,P1799H02,25,56,1.4
P1802,26290,1,P1802H01,0,30,0.6
P1802,26291,2,P1802H02,30,60,0.5
P1803,26292,1,P1803H01,0,25,1.2
P1803,26293,2,P1803H02,25,80,1.1
P1803,26294,3,P1803H03,80,120,0.9
P1804,26295,1,P1804H01,0,46,0.2
P1804,26296,2,P1804H02,46,75,1.0
P1805,26297,1,P1805H01,0,45,1.2
P1805,26298,2,P1805H02,45,70,0.3
P1806,26299,1,P1806H01,0,20,0.8
P1806,26300,2,P1806H02,20,40,0.5
P1807,26301,1,P1807H01,0,25,2.3
P1807,26302,2,P1807H02,25,66,1.0
P1808,26303,1,P1808H01,0,35,1.5
P1808,26304,2,P1808H02,35,85,0.5
P1808,26305,3,P1808H03,85,112,0.4
P1808,26306,4,P1808H04,112,123,1.0
P1808,26307,5,P1808H05,123,145,0.3
P1809,26308,1,P1809H01,0,20,0.9
P1809,26309,2,P1809H02,20,50,1.0
P1812,26310,1,P1812H01,0,20,1.9
P1812,26311,2,P1812H02,20,50,1.6
P1815,26312,1,P1815H01,0,15,1.7
P1815,26313,2,P1815H02,15,47,1.5
P1816,26314,1,P1816H01,0,12,2.1
P1816,26315,2,P1816H02,12,60,1.3
P1818,26316,1,P1818H01,3,17,1.4
P1818,26317,2,P1818H02,17,50,1.4
P1819,26318,1,P1819H01,0,35,1.0
P1819,26319,2,P1819H02,35,72,1.5
P1819,26320,3,P1819H03,72,100,1.5
P1820,26321,1,P1820H01,0,20,1.8
P1820,26322,2,P1820H02,20,50,1.6
P1821,26323,1,P1821H01,0,17,0.7
P1821,26324,2,P1821H02,17,87,0.6
P1822,26325,1,P1822H01,0,30,1.0
P1823,26326,1,P1823H01,0,40,1.4
P1823,26327,2,P1823H02,40,65,0.2
P1823,26328,3,P1823H03,65,100,0.4
P1825,26329,1,P1825H01,0,30,0.9
P1827,26330,1,P1827H01,0,17,2.0
P1827,26331,2,P1827H02,17,30,0.6
P1830,26332,1,P1830H01,0,40,1.3
P1830,26333,2,P1830H02,40,76,0.9
P1832,26334,1,P1832H01,0,16,1.2
P1832,26335,2,P1832H02,16,100,1.1
P1835,26336,1,P1835H01,0,20,1.7
P1835,26337,2,P1835H02,20,50,1.2
P1840,26338,1,P1840H01,0,20,0.8
P1840,26339,2,P1840H02,20,40,0.9
P1840,26340,3,P1840H03,40,75,-9999.0
P1842,26341,1,P1842H01,0,30,0.6
P1842,26342,2,P1842H02,30,60,0.7
P1844,26343,1,P1844H01,0,20,0.7
P1844,26344,2,P1844H02,20,50,0.7
P1846,26345,1,P1846H01,0,17,3.1
P1846,26346,2,P1846H02,17,57,1.5
P1848,26347,1,P1848H01,0,13,3.1
P1848,26348,2,P1848H02,13,26,1.8
P1848,26349,3,P1848H03,26,55,1.6
P1850,26350,1,P1850H01,0,14,4.0
P1850,26351,2,P1850H02,14,54,1.9
P1852,26352,1,P1852H01,0,20,0.8
P1852,26353,2,P1852H02,20,40,0.7
P1852,26354,3,P1852H03,40,90,0.4
P1854,26355,1,P1854H01,0,25,1.9
P1854,26356,2,P1854H02,25,73,1.0
P1856,26357,1,P1856H01,0,20,0.6
P1856,26358,2,P1856H02,20,43,0.5
P1858,26359,1,P1858H01,0,20,0.8
P1858,26360,2,P1858H02,20,70,0.6
P1858,26361,3,P1858H03,70,110,1.0
P1860,26362,1,P1860H01,0,20,0.7
P1860,26363,2,P1860H02,20,50,0.6
P1860,26364,3,P1860H03,50,106,0.5
P1862,26365,1,P1862H01,0,40,1.0
P1867,26366,1,P1867H01,0,50,1.6
P1867,26367,2,P1867H02,50,70,0.7
P1870,26368,1,P1870H01,0,20,0.6
P1870,26369,2,P1870H02,20,40,0.5
P1871,26370,1,P1871H01,0,20,0.6
P1871,26371,2,P1871H02,20,40,0.4
P1872,26372,1,P1872H01,0,60,0.8
P1873,26373,1,P1873H01,0,15,3.3
P1873,26374,2,P1873H02,15,53,1.3
P1873,26375,3,P1873H03,53,93,1.1
P1874,26376,1,P1874H01,0,70,1.0
P1874,26377,2,P1874H02,70,142,0.9
P1874,26378,3,P1874H03,142,180,0.7
P1876,26379,1,P1876H01,0,20,1.4
P1876,26380,2,P1876H02,20,40,0.1
P1877,26381,1,P1877H01,0,20,1.5
P1877,26382,2,P1877H02,20,80,0.9
P1878,26383,1,P1878H01,0,14,4.7
P1878,26384,2,P1878H02,14,27,1.3
P1879,26385,1,P1879H01,0,26,2.4
P1879,26386,2,P1879H02,26,40,1.2
P1880,26387,1,P1880H01,0,23,1.2
P1881,26388,1,P1881H01,2,11,5.3
P1881,26389,2,P1881H02,11,46,2.3
P1881,26390,3,P1881H03,46,61,1.6
P1882,26391,1,P1882H01,2,9,12.2
P1882,26392,2,P1882H02,9,45,4.1
P1884,26393,1,P1884H01,0,20,1.1
P1884,26394,2,P1884H02,20,50,1.2
P1884,26395,3,P1884H03,50,90,0.6
P1885,26396,1,P1885H01,0,17,0.8
P1885,26397,2,P1885H02,17,50,0.7
P1886,26398,1,P1886H01,0,15,0.9
P1886,26399,2,P1886H02,15,50,0.9
P1887,26400,1,P1887H01,0,20,0.6
P1887,26401,2,P1887H02,20,50,0.7
P1888,26402,1,P1888H01,0,11,3.4
P1888,26403,2,P1888H02,11,25,2.1
P1888,26404,3,P1888H03,25,70,0.9
P1888,26405,4,P1888H04,70,85,0.6
P1889,26406,1,P1889H01,0,10,2.9
P1889,26407,2,P1889H02,10,35,1.5
P1889,26408,3,P1889H03,35,60,1.0
P1889,26409,4,P1889H04,60,100,1.1
P1890,26410,1,P1890H01,0,10,2.6
P1890,26410,1,P1890H01,0,10,2.6
P1890,26411,2,P1890H02,10,20,1.4
P1890,26411,2,P1890H02,10,20,1.4
P1890,26412,3,P1890H03,20,45,0.9
P1890,26412,3,P1890H03,20,45,0.9
P1890,26413,4,P1890H04,45,70,0.4
P1890,26413,4,P1890H04,45,70,0.4
P1893,26414,1,P1893H01,0,10,4.8
P1893,26415,2,P1893H02,10,21,3.1
P1893,26416,3,P1893H03,21,40,1.3
P1893,26417,4,P1893H04,40,68,1.0
P1893,26418,5,P1893H05,68,110,0.9
P1894,26419,1,P1894H01,3,33,3.5
P1894,26420,2,P1894H02,33,53,1.3
P1894,26421,3,P1894H03,53,73,0.7
P1895,26422,1,P1895H01,0,24,1.8
P1895,26423,2,P1895H02,24,48,1.5
P1895,26424,3,P1895H03,48,75,0.6
P1896,26425,1,P1896H01,0,15,3.1
P1896,26426,2,P1896H02,15,72,1.2
P1897,26427,1,P1897H01,0,15,2.7
P1897,26428,2,P1897H02,15,40,1.8
P1898,26429,1,P1898H01,0,20,0.7
P1898,26430,2,P1898H02,20,40,0.5
P1898,26431,3,P1898H03,40,100,0.5
P1899,26432,1,P1899H01,0,20,1.4
P1899,26433,2,P1899H02,20,60,1.1
P1899,26434,3,P1899H03,60,100,0.9
P1900,26435,1,P1900H01,0,11,0.8
P1900,26436,2,P1900H02,11,50,0.6
P1900,26437,3,P1900H03,50,116,0.5
P1901,26438,1,P1901H01,0,20,1.8
P1901,26439,2,P1901H02,20,35,1.5
P1901,26440,3,P1901H03,35,55,1.2
P1902,26441,1,P1902H01,0,5,5.4
P1902,26441,1,P1902H01,0,5,5.4
P1902,26442,2,P1902H02,5,20,2.5
P1902,26442,2,P1902H02,5,20,2.5
P1902,26443,3,P1902H03,20,52,1.5
P1902,26443,3,P1902H03,20,52,1.5
P1903,26444,1,P1903H01,0,10,4.5
P1903,26445,2,P1903H02,10,30,2.6
P1903,26446,3,P1903H03,30,50,1.2
P1903,26447,4,P1903H04,50,95,0.6
P1904,26448,1,P1904H01,6,19,4.0
P1904,26449,2,P1904H02,19,51,2.1
P1904,26450,3,P1904H03,51,82,0.7
P1904,26451,4,P1904H04,82,101,0.5
P1905,26452,1,P1905H01,0,23,2.8
P1905,26453,2,P1905H02,23,46,0.9
P1905,26454,3,P1905H03,46,72,0.6
P1906,26455,1,P1906H01,0,10,0.6
P1906,26456,2,P1906H02,10,50,0.5
P1907,26457,1,P1907H01,0,40,0.8
P1907,26458,2,P1907H02,40,80,0.3
P1909,26459,1,P1909H01,4,8,6.7
P1909,26460,2,P1909H02,8,23,3.2
P1910,26461,1,P1910H01,3,25,6.1
P1910,26462,2,P1910H02,25,50,5.6
P1910,26463,3,P1910H03,50,70,3.3
P1910,26464,4,P1910H04,70,90,1.9
P1911,26465,1,P1911H01,4,10,3.6
P1911,26466,2,P1911H02,10,32,0.4
P1912,26467,1,P1912H01,2,18,7.2
P1912,26468,2,P1912H02,18,55,4.9
P1912,26469,3,P1912H03,55,90,3.0
P1913,26470,1,P1913H01,7,21,5.9
P1913,26471,2,P1913H02,21,50,5.1
P1913,26472,3,P1913H03,50,74,1.5
P1914,26473,1,P1914H01,0,5,8.6
P1914,26474,2,P1914H02,5,24,6.2
P1914,26475,3,P1914H03,24,48,5.2
P1915,26476,1,P1915H01,1,18,6.1
P1915,26477,2,P1915H02,18,40,5.1
P1915,26478,3,P1915H03,40,58,3.9
P1915,26479,4,P1915H04,58,80,2.0
P1916,26480,1,P1916H01,1,20,5.8
P1916,26481,2,P1916H02,20,40,5.4
P1916,26482,3,P1916H03,40,57,5.2
P1916,26483,4,P1916H04,57,80,1.9
P1917,26484,1,P1917H01,8,16,6.1
P1917,26485,2,P1917H02,16,60,5.4
P1917,26486,3,P1917H03,60,119,2.4
P1918,26487,1,P1918H01,3,29,4.3
P1919,26488,1,P1919H01,0,23,2.0
P1919,26489,2,P1919H02,23,62,0.8
P1920,26490,1,P1920H01,1,18,4.9
P1920,26491,2,P1920H02,18,30,4.3
P1920,26492,3,P1920H03,30,45,2.6
P1920,26493,4,P1920H04,45,88,0.9
P1921,26494,1,P1921H01,1,17,3.2
P1921,26495,2,P1921H02,17,35,1.5
P1922,26496,1,P1922H01,1,6,5.2
P1922,26497,2,P1922H02,6,23,1.8
P1922,26498,3,P1922H03,23,41,0.9
P1922,26499,4,P1922H04,41,82,0.6
P1924,26500,1,P1924H01,2,17,6.0
P1924,26501,2,P1924H02,17,42,5.3
P1924,26502,3,P1924H03,42,62,3.5
P1924,26503,4,P1924H04,62,86,1.2
P1925,26504,1,P1925H01,5,24,4.8
P1925,26505,2,P1925H02,24,50,2.7
P1925,26506,3,P1925H03,50,80,2.5
P1926,26507,1,P1926H01,3,23,5.6
P1926,26508,2,P1926H02,23,43,3.6
P1926,26509,3,P1926H03,43,70,1.1
P1928,26510,1,P1928H01,0,18,5.8
P1928,26511,2,P1928H02,18,33,5.6
P1929,26512,1,P1929H01,0,14,4.4
P1929,26513,2,P1929H02,14,32,2.8
P1930,26514,1,P1930H01,0,20,5.7
P1930,26515,2,P1930H02,20,30,3.8
P1930,26516,3,P1930H03,30,65,2.1
P1931,26517,1,P1931H01,0,18,5.7
P1931,26518,2,P1931H02,18,50,2.7
P1932,26519,1,P1932H01,0,9,4.9
P1932,26520,2,P1932H02,9,20,2.6
P1933,26521,1,P1933H01,0,8,5.6
P1933,26522,2,P1933H02,8,28,4.0
P1934,26523,1,P1934H01,0,13,5.4
P1934,26524,2,P1934H02,13,30,2.0
P1935,26525,1,P1935H01,0,16,5.0
P1935,26526,2,P1935H02,16,36,4.8
P1936,26527,1,P1936H01,0,18,2.8
P1937,26528,1,P1937H01,0,14,6.8
P1937,26529,2,P1937H02,14,35,3.4
P1938,26530,1,P1938H01,0,18,5.6
P1938,26531,2,P1938H02,18,35,2.7
P1939,26532,1,P1939H01,0,12,5.7
P1940,26533,1,P1940H01,0,8,3.4
P1940,26534,2,P1940H02,8,34,2.0
P1941,26535,1,P1941H01,0,8,5.6
P1941,26536,2,P1941H02,8,27,1.5
P1942,26537,1,P1942H01,0,15,5.1
P1942,26538,2,P1942H02,15,42,2.5
P1943,26539,1,P1943H01,0,14,4.7
P1945,26540,1,P1945H01,0,18,2.8
P1945,26541,2,P1945H02,18,41,1.2
P1945,26542,3,P1945H03,41,54,1.0
P1946,26543,1,P1946H01,0,10,1.2
P1946,26544,2,P1946H02,10,25,1.1
P1947,26545,1,P1947H01,0,8,2.0
P1947,26546,2,P1947H02,8,25,1.2
P1948,26547,1,P1948H01,0,5,1.4
P1949,26548,1,P1949H01,0,5,4.1
P1949,26549,2,P1949H02,5,20,1.8
P1950,26550,1,P1950H01,0,8,3.3
P1950,26551,2,P1950H02,8,23,1.2
P1951,26552,1,P1951H01,0,7,2.6
P1951,26553,2,P1951H02,7,30,1.9
P1952,26554,1,P1952H01,0,13,3.0
P1953,26555,1,P1953H01,0,12,4.1
P1954,26556,1,P1954H01,0,12,3.9
P1954,26557,2,P1954H02,12,35,1.9
P1955,26558,1,P1955H01,0,12,4.2
P1955,26559,2,P1955H02,12,35,2.8
P1956,26560,1,P1956H01,0,17,1.5
P1956,26561,2,P1956H02,17,40,1.2
P1956,26562,3,P1956H03,40,100,0.9
P1957,26563,1,P1957H01,0,25,2.4
P1957,26564,2,P1957H02,30,60,1.4
P1957,26565,3,P1957H03,60,85,0.9
P1957,26566,4,P1957H04,85,103,0.7
P1958,26567,1,P1958H01,0,18,2.5
P1958,26568,2,P1958H02,18,31,1.5
P1958,26569,3,P1958H03,31,53,0.8
P1958,26570,4,P1958H04,53,73,0.8
P1958,26571,5,P1958H05,73,100,0.6
P1959,26572,1,P1959H01,0,23,2.2
P1959,26573,2,P1959H02,23,50,1.5
P1959,26574,3,P1959H03,50,78,0.7
P1959,26575,4,P1959H04,78,100,0.6
P1960,26576,1,P1960H01,0,20,1.9
P1960,26577,2,P1960H02,20,60,0.6
P1960,26578,3,P1960H03,60,100,0.3
P1961,26579,1,P1961H01,0,20,1.7
P1961,26580,2,P1961H02,20,49,1.4
P1961,26581,3,P1961H03,49,75,1.6
P1961,26582,4,P1961H04,75,105,1.2
P1962,26583,1,P1962H01,0,17,2.6
P1962,26584,2,P1962H02,17,36,1.7
P1962,26585,3,P1962H03,36,62,1.4
P1962,26586,4,P1962H04,62,105,0.7
P1963,26587,1,P1963H01,0,20,1.4
P1963,26588,2,P1963H02,20,34,0.6
P1963,26589,3,P1963H03,34,63,1.5
P1963,26590,4,P1963H04,63,100,0.8
P1964,26591,1,P1964H01,0,12,1.2
P1964,26592,2,P1964H02,12,50,1.4
P1964,26593,3,P1964H03,50,70,0.8
P1965,26594,1,P1965H01,0,30,1.6
P1965,26595,2,P1965H02,30,45,0.6
P1965,26596,3,P1965H03,45,75,1.8
P1965,26597,4,P1965H04,75,100,2.0
P1965,26598,5,P1965H05,100,120,3.0
P1966,26599,1,P1966H01,0,13,6.5
P1966,26600,2,P1966H02,13,30,2.8
P1966,26601,3,P1966H03,30,90,1.1
P1967,26602,1,P1967H01,0,20,3.8
P1967,26603,2,P1967H02,20,55,2.5
P1967,26604,3,P1967H03,55,93,2.8
P1967,26605,4,P1967H04,93,116,2.1
P1967,26606,5,P1967H05,116,130,2.0
P1968,26607,1,P1968H01,0,20,3.4
P1968,26607,1,P1968H01,0,20,3.4
P1968,26608,2,P1968H02,20,55,1.3
P1968,26608,2,P1968H02,20,55,1.3
P1968,26609,3,P1968H03,55,80,1.1
P1968,26609,3,P1968H03,55,80,1.1
P1968,26610,4,P1968H04,82,100,1.1
P1968,26610,4,P1968H04,82,100,1.1
P1970,26611,1,P1970H01,0,20,2.0
P1970,26612,2,P1970H02,20,50,1.9
P1970,26613,3,P1970H03,50,70,1.2
P1970,26614,4,P1970H04,70,82,1.3
P1971,26615,1,P1971H01,0,19,1.6
P1971,26616,2,P1971H02,19,53,1.1
P1971,26617,3,P1971H03,53,100,1.5
P1972,26618,1,P1972H01,0,22,1.1
P1972,26619,2,P1972H02,22,53,1.0
P1972,26620,3,P1972H03,53,70,0.9
P1972,26621,4,P1972H04,70,110,1.0
P1973,26622,1,P1973H01,0,17,4.0
P1973,26623,2,P1973H02,17,46,3.4
P1973,26624,3,P1973H03,65,133,0.8
P1975,26625,1,P1975H01,0,22,1.5
P1975,26626,2,P1975H02,22,42,2.3
P1976,26627,1,P1976H01,0,20,2.7
P1976,26627,1,P1976H01,0,20,2.7
P1976,26628,2,P1976H02,20,52,1.2
P1976,26628,2,P1976H02,20,52,1.2
P1976,26629,3,P1976H03,67,110,0.7
P1976,26629,3,P1976H03,67,110,0.7
P1978,26630,1,P1978H01,0,22,1.3
P1978,26631,2,P1978H02,22,41,1.1
P1978,26632,3,P1978H03,41,59,1.0
P1978,26633,4,P1978H04,80,100,0.9
P1980,26634,1,P1980H01,0,20,1.7
P1980,26635,2,P1980H02,20,50,0.9
P1981,26636,1,P1981H01,0,23,2.9
P1981,26637,2,P1981H02,23,44,1.8
P1981,26638,3,P1981H03,44,62,1.8
P1981,26639,4,P1981H04,62,86,0.9
P1983,26640,1,P1983H01,0,32,3.6
P1983,26641,2,P1983H02,32,50,1.9
P1983,26642,3,P1983H03,50,70,1.0
P1984,26643,1,P1984H01,0,25,2.6
P1984,26644,2,P1984H02,25,50,1.8
P1984,26645,3,P1984H03,50,73,2.3
P1985,26646,1,P1985H01,0,14,0.7
P1985,26647,2,P1985H02,14,44,0.3
P1986,26648,1,P1986H01,0,18,2.6
