ProfID,OBJECTID,HorNO,HorID,DepthFrom,DepthTo,SOC
P3407,24909,3,P3407H03,80,110,0.4
P3408,23242,1,P3408H01,0,35,0.8
P3408,23243,2,P3408H02,51,77,0.7
P3408,23244,3,P3408H03,74,104,0.9
P3409,24910,1,P3409H01,0,28,2.0
P3409,24911,2,P3409H02,28,62,1.1
P3409,24912,3,P3409H03,87,112,0.5
P3410,23245,1,P3410H01,0,32,0.8
P3410,23246,2,P3410H02,32,68,0.9
P3410,23247,3,P3410H03,90,122,0.6
P3411,24913,1,P3411H01,0,37,0.6
P3411,24914,2,P3411H02,37,64,0.4
P3411,24915,3,P3411H03,64,104,0.8
P3412,24916,1,P3412H01,0,15,0.5
P3412,24917,2,P3412H02,15,39,1.1
P3412,24918,3,P3412H03,39,80,0.9
P3412,24919,4,P3412H04,80,108,0.7
P3413,23248,1,P3413H01,0,34,-9999.0
P3413,23249,2,P3413H02,34,61,-9999.0
P3413,23250,3,P3413H03,61,84,-9999.0
P3413,23251,4,P3413H04,84,117,-9999.0
P3414,23252,1,P3414H01,0,38,1.6
P3414,23253,2,P3414H02,38,60,1.0
P3414,23254,3,P3414H03,90,128,0.6
P3415,24920,1,P3415H01,0,38,1.3
P3415,24921,2,P3415H02,38,100,1.7
P3418,23255,1,P3418H01,0,27,1.4
P3418,23256,2,P3418H02,27,40,1.0
P3418,23257,3,P3418H03,40,68,0.9
P3418,23258,4,P3418H04,68,120,0.4
P3419,23259,1,P3419H01,0,36,1.3
P3419,23260,2,P3419H02,36,65,0.8
P3419,23261,3,P3419H03,66,93,0.6
P3420,23262,1,P3420H01,0,43,2.3
P3420,23263,2,P3420H02,43,77,1.8
P3420,23264,3,P3420H03,77,130,-9999.0
P3424,23265,1,P3424H01,0,34,2.3
P3424,23266,2,P3424H02,34,67,1.6
P3424,23267,3,P3424H03,67,95,1.1
P3425,24922,1,P3425H01,0,42,2.7
P3425,24923,2,P3425H02,42,115,2.0
P3426,24924,1,P3426H01,0,41,2.3
P3426,24925,2,P3426H02,41,61,1.3
P3426,24926,3,P3426H03,61,120,1.6
P3428,23268,1,P3428H01,0,43,1.2
P3428,23269,2,P3428H02,43,95,1.6
P3429,23270,1,P3429H01,0,25,1.7
P3429,23271,2,P3429H02,25,61,0.9
P3429,23272,3,P3429H03,61,79,0.2
P3430,23273,1,P3430H01,0,33,1.8
P3430,23274,2,P3430H02,50,89,0.9
P3430,23275,3,P3430H03,109,125,0.3
P3431,24927,1,P3431H01,0,28,2.7
P3431,24928,2,P3431H02,28,68,1.1
P3431,24929,3,P3431H03,83,110,0.7
P3432,23276,1,P3432H01,0,30,1.5
P3432,23277,2,P3432H02,30,65,1.0
P3432,23278,3,P3432H03,65,110,0.9
P3434,23279,1,P3434H01,0,23,0.8
P3434,23280,2,P3434H02,23,55,0.6
P3434,23281,3,P3434H03,86,114,0.2
P3435,23282,1,P3435H01,0,40,1.3
P3435,23283,2,P3435H02,64,94,1.2
P3435,23284,3,P3435H03,94,114,0.5
P3436,24930,1,P3436H01,0,33,1.0
P3436,24931,2,P3436H02,33,59,0.6
P3436,24932,3,P3436H03,59,97,0.5
P3436,24933,4,P3436H04,97,108,1.1
P3437,24934,1,P3437H01,0,31,0.9
P3437,24935,2,P3437H02,31,65,0.7
P3437,24936,3,P3437H03,85,105,0.2
P3438,24937,1,P3438H01,0,30,0.7
P3438,24938,2,P3438H02,30,71,0.3
P3438,24939,3,P3438H03,71,101,0.3
P3439,23285,1,P3439H01,0,36,0.9
P3439,23286,2,P3439H02,36,88,0.2
P3439,23287,3,P3439H03,88,133,0.2
P3440,24940,1,P3440H01,0,30,2.0
P3440,24941,2,P3440H02,41,70,0.5
P3440,24942,3,P3440H03,80,115,0.3
P3441,23288,1,P3441H01,0,44,0.9
P3441,23289,2,P3441H02,44,72,0.1
P3441,23290,3,P3441H03,72,120,0.1
P3442,23291,1,P3442H01,0,18,1.5
P3442,23292,2,P3442H02,18,47,0.4
P3442,23293,3,P3442H03,47,98,0.1
P3442,23294,4,P3442H04,98,122,-9999.0
P3443,24943,1,P3443H01,0,34,0.5
P3443,24944,2,P3443H02,34,79,0.3
P3443,24945,3,P3443H03,90,122,0.2
P3444,24249,1,P3444H01,0,11,2.0
P3444,24250,2,P3444H02,11,36,0.7
P3444,24251,3,P3444H03,36,69,0.3
P3444,24252,4,P3444H04,98,134,0.3
P3445,24233,1,P3445H01,0,33,1.4
P3445,24234,2,P3445H02,33,67,1.0
P3445,24235,3,P3445H03,90,118,0.5
P3446,23295,1,P3446H01,0,44,1.9
P3446,23296,2,P3446H02,44,80,0.7
P3446,23297,3,P3446H03,80,113,0.5
P3447,23298,1,P3447H01,0,31,0.9
P3447,23299,2,P3447H02,31,59,0.1
P3447,23300,3,P3447H03,91,122,0.2
P3448,23301,1,P3448H01,0,27,0.8
P3448,23302,2,P3448H02,27,65,0.5
P3448,23303,3,P3448H03,73,115,0.1
P3449,24256,1,P3449H01,0,20,2.1
P3449,24257,2,P3449H02,20,46,1.4
P3449,24258,3,P3449H03,46,90,0.8
P3449,24259,4,P3449H04,90,100,0.8
P3450,24227,1,P3450H01,0,41,1.0
P3450,24228,2,P3450H02,41,70,-9999.0
P3450,24229,3,P3450H03,109,136,0.4
P3451,23304,1,P3451H01,0,31,1.6
P3451,23305,2,P3451H02,31,61,0.6
P3451,23306,3,P3451H03,88,104,0.3
P3452,24230,1,P3452H01,0,26,2.2
P3452,24231,2,P3452H02,26,58,1.2
P3452,24232,3,P3452H03,80,118,0.4
P3453,24946,1,P3453H01,0,36,1.9
P3453,24947,2,P3453H02,36,55,0.8
P3453,24948,3,P3453H03,80,114,0.3
P3454,23307,1,P3454H01,0,22,1.2
P3454,23308,2,P3454H02,22,63,1.0
P3454,23309,3,P3454H03,63,98,0.1
P3454,23310,4,P3454H04,98,121,0.3
P3455,23311,1,P3455H01,0,31,1.1
P3455,23312,2,P3455H02,50,83,0.7
P3455,23313,3,P3455H03,94,124,0.4
P3456,23314,1,P3456H01,0,23,0.8
P3456,23315,2,P3456H02,23,66,0.9
P3456,23316,3,P3456H03,92,129,0.5
P3457,24949,1,P3457H01,0,27,1.2
P3457,24950,2,P3457H02,27,43,0.4
P3457,24951,3,P3457H03,43,75,0.5
P3457,24952,4,P3457H04,86,111,0.3
P3458,24953,1,P3458H01,0,35,0.6
P3458,24954,2,P3458H02,35,70,0.5
P3458,24955,3,P3458H03,90,127,0.3
P3459,24956,1,P3459H01,0,30,0.9
P3459,24957,2,P3459H02,45,70,0.8
P3459,24958,3,P3459H03,80,121,0.3
P3460,23317,1,P3460H01,0,28,1.0
P3460,23318,2,P3460H02,40,72,0.5
P3460,23319,3,P3460H03,96,127,0.2
P3461,23320,1,P3461H01,0,28,0.9
P3461,23321,2,P3461H02,20,73,0.5
P3461,23322,3,P3461H03,73,103,0.2
P3462,24959,1,P3462H01,0,26,0.6
P3462,24960,2,P3462H02,26,56,2.9
P3462,24961,3,P3462H03,100,131,0.2
P3463,24962,1,P3463H01,0,35,0.6
P3463,24963,2,P3463H02,48,80,1.0
P3463,24964,3,P3463H03,95,124,0.5
P3464,24289,1,P3464H01,0,26,1.7
P3464,24289,1,P3464H01,0,26,1.7
P3464,24290,2,P3464H02,45,75,0.6
P3464,24290,2,P3464H02,45,75,0.6
P3464,24291,3,P3464H03,93,111,0.3
P3464,24291,3,P3464H03,93,111,0.3
P3466,24965,1,P3466H01,0,18,0.6
P3466,24966,2,P3466H02,18,54,0.6
P3466,24967,3,P3466H03,54,89,0.5
P3466,24968,4,P3466H04,89,124,0.3
P3467,24969,1,P3467H01,0,30,0.7
P3467,24970,2,P3467H02,40,70,0.6
P3467,24971,3,P3467H03,70,99,0.5
P3467,24972,4,P3467H04,99,125,0.3
P3468,24973,1,P3468H01,0,30,0.5
P3468,24974,2,P3468H02,51,88,0.5
P3468,24975,3,P3468H03,88,118,0.5
P3469,24976,1,P3469H01,0,22,0.7
P3469,24977,2,P3469H02,22,44,0.5
P3469,24978,3,P3469H03,44,72,0.3
P3469,24979,4,P3469H04,90,126,0.6
P3471,23323,1,P3471H01,0,26,0.1
P3471,23324,2,P3471H02,26,65,0.5
P3471,23325,3,P3471H03,99,133,0.3
P3473,23326,1,P3473H01,0,41,2.0
P3473,23327,2,P3473H02,41,100,2.0
P3474,23328,1,P3474H01,0,35,1.7
P3474,23329,2,P3474H02,35,59,1.9
P3474,23330,3,P3474H03,59,100,1.8
P3475,23331,1,P3475H01,0,33,1.3
P3475,23332,2,P3475H02,33,54,1.0
P3475,23333,3,P3475H03,54,100,1.5
P3476,23334,1,P3476H01,0,37,1.0
P3476,23335,2,P3476H02,37,67,0.2
P3476,23336,3,P3476H03,90,120,0.3
P3477,23337,1,P3477H01,0,42,2.0
P3477,23338,2,P3477H02,42,99,1.6
P3478,24980,1,P3478H01,0,41,1.8
P3478,24981,2,P3478H02,41,76,1.5
P3478,24982,3,P3478H03,76,120,1.5
P3479,24983,1,P3479H01,0,45,3.0
P3480,23339,1,P3480H01,0,40,2.4
P3480,23340,2,P3480H02,40,110,2.1
P3481,23341,1,P3481H01,0,40,2.3
P3481,23342,2,P3481H02,40,75,1.5
P3482,24984,1,P3482H01,0,25,2.8
P3482,24985,2,P3482H02,47,75,0.8
P3482,24986,3,P3482H03,75,115,0.7
P3483,24987,1,P3483H01,0,40,2.1
P3483,24988,2,P3483H02,40,60,2.3
P3484,24989,1,P3484H01,0,38,2.0
P3484,24990,2,P3484H02,38,75,2.0
P3484,24991,3,P3484H03,75,100,1.7
P3485,24992,1,P3485H01,0,38,2.0
P3485,24993,2,P3485H02,38,66,1.4
P3485,24994,3,P3485H03,66,120,1.0
P3486,24995,1,P3486H01,0,45,2.1
P3486,24996,2,P3486H02,45,125,2.0
P3487,23343,1,P3487H01,0,43,2.9
P3487,23344,2,P3487H02,43,110,2.0
P3488,23345,1,P3488H01,0,34,3.2
P3488,23346,2,P3488H02,34,96,2.7
P3489,24997,1,P3489H01,0,39,1.8
P3489,24998,2,P3489H02,39,66,1.2
P3490,24999,1,P3490H01,0,38,-9999.0
P3490,25000,2,P3490H02,38,110,-9999.0
P3491,23347,1,P3491H01,0,37,-9999.0
P3492,23348,1,P3492H01,0,31,2.8
P3492,23349,2,P3492H02,31,58,1.4
P3492,23350,3,P3492H03,58,104,1.0
P3493,23351,1,P3493H01,0,40,2.3
P3493,23352,2,P3493H02,40,90,1.7
P3494,23353,1,P3494H01,0,28,1.9
P3494,23354,2,P3494H02,28,60,2.0
P3495,23355,1,P3495H01,0,38,1.4
P3495,23356,2,P3495H02,59,92,0.5
P3495,23357,3,P3495H03,92,123,0.6
P3496,25001,1,P3496H01,0,38,0.9
P3496,25002,2,P3496H02,38,63,0.7
P3496,25003,3,P3496H03,94,129,0.6
P3497,25004,1,P3497H01,0,41,2.1
P3497,25005,2,P3497H02,41,100,1.9
P3498,25006,1,P3498H01,0,32,1.7
P3498,25007,2,P3498H02,32,57,0.9
P3498,25008,3,P3498H03,77,118,1.0
P3499,23358,1,P3499H01,0,37,2.6
P3499,23359,2,P3499H02,37,78,1.3
P3499,23360,3,P3499H03,78,100,1.2
P3500,25009,1,P3500H01,0,40,2.0
P3500,25010,2,P3500H02,40,78,0.7
P3500,25011,3,P3500H03,78,130,1.3
P3501,23361,1,P3501H01,0,35,1.2
P3501,23362,2,P3501H02,35,60,0.6
P3501,23363,3,P3501H03,60,116,0.7
P3502,23364,1,P3502H01,0,20,1.6
P3502,23365,2,P3502H02,25,58,0.6
P3502,23366,3,P3502H03,81,116,0.4
P3503,23367,1,P3503H01,0,22,0.5
P3503,23368,2,P3503H02,22,55,0.3
P3503,23369,3,P3503H03,84,106,0.3
P3504,25012,1,P3504H01,0,30,2.6
P3504,25013,2,P3504H02,42,63,1.2
P3504,25014,3,P3504H03,97,120,0.2
P3505,25015,1,P3505H01,0,30,0.7
P3505,25016,2,P3505H02,42,73,0.3
P3505,25017,3,P3505H03,90,119,0.3
P3506,23370,1,P3506H01,0,27,0.9
P3506,25018,1,P3506H01,0,27,0.9
P3506,23371,2,P3506H02,27,64,0.5
P3506,25019,2,P3506H02,27,64,0.5
P3506,23372,3,P3506H03,86,107,0.5
P3506,25020,3,P3506H03,86,107,0.5
P3507,23373,1,P3507H01,0,22,0.9
P3507,23374,2,P3507H02,40,71,0.3
P3507,23375,3,P3507H03,92,109,0.2
P3508,25021,1,P3508H01,0,27,0.8
P3508,25022,2,P3508H02,27,69,0.4
P3508,25023,3,P3508H03,100,134,0.2
P3509,25024,1,P3509H01,0,18,2.7
P3509,25025,2,P3509H02,28,58,1.2
P3509,25026,3,P3509H03,71,101,0.6
P3510,23376,1,P3510H01,0,29,0.8
P3510,23377,2,P3510H02,29,60,1.0
P3510,23378,3,P3510H03,60,99,0.8
P3511,23379,1,P3511H01,0,30,1.5
P3511,23380,2,P3511H02,60,92,0.8
P3511,23381,3,P3511H03,92,109,0.2
P3512,25027,1,P3512H01,0,28,1.0
P3512,25028,2,P3512H02,28,54,0.4
P3512,25029,3,P3512H03,70,102,0.2
P3513,25030,1,P3513H01,0,25,1.4
P3513,25031,2,P3513H02,25,59,0.6
P3513,25032,3,P3513H03,90,120,0.3
P3514,23382,1,P3514H01,0,20,0.9
P3514,23383,2,P3514H02,20,44,0.5
P3514,23384,3,P3514H03,70,95,0.3
P3517,25033,1,P3517H01,0,21,1.5
P3517,25034,2,P3517H02,31,56,0.8
P3517,25035,3,P3517H03,80,105,0.2
P3518,25036,1,P3518H01,0,30,0.9
P3518,25037,2,P3518H02,51,81,0.7
P3518,25038,3,P3518H03,81,107,0.4
P3519,23385,1,P3519H01,0,28,0.6
P3519,23386,2,P3519H02,28,69,0.5
P3519,23387,3,P3519H03,69,104,0.5
P3519,23388,4,P3519H04,104,122,0.2
P3520,23389,1,P3520H01,0,9,2.5
P3520,23390,2,P3520H02,9,26,0.6
P3520,23391,3,P3520H03,46,66,0.3
P3520,23392,4,P3520H04,66,99,0.3
P3521,25039,1,P3521H01,0,40,1.3
P3521,25040,2,P3521H02,40,65,0.9
P3522,25041,1,P3522H01,0,26,1.1
P3522,25042,2,P3522H02,46,76,0.5
P3522,25043,3,P3522H03,76,124,0.1
P3523,23393,1,P3523H01,0,26,1.0
P3523,23394,2,P3523H02,26,62,0.7
P3523,23395,3,P3523H03,89,127,0.3
P3524,23396,1,P3524H01,0,37,1.0
P3524,23397,2,P3524H02,37,59,0.5
P3524,23398,3,P3524H03,71,111,0.6
P3525,23399,1,P3525H01,0,42,0.6
P3525,23400,2,P3525H02,42,79,0.3
P3525,23401,3,P3525H03,79,111,0.2
P3526,23402,1,P3526H01,0,30,0.4
P3526,23403,2,P3526H02,50,79,0.1
P3526,23404,3,P3526H03,79,109,0.3
P3527,25044,1,P3527H01,0,37,0.5
P3527,25045,2,P3527H02,37,73,0.4
P3527,25046,3,P3527H03,90,128,0.2
P3528,25047,1,P3528H01,0,24,0.5
P3528,25048,2,P3528H02,24,51,0.4
P3528,25049,3,P3528H03,81,105,0.3
P3529,23405,1,P3529H01,0,38,1.5
P3529,23406,2,P3529H02,38,59,0.2
P3529,23407,3,P3529H03,59,85,2.5
P3530,25050,1,P3530H01,0,32,0.8
P3530,25051,2,P3530H02,48,80,0.5
P3530,25052,3,P3530H03,101,115,0.2
P3531,23408,1,P3531H01,0,36,0.5
P3531,23409,2,P3531H02,36,82,0.6
P3531,23410,3,P3531H03,93,122,0.3
P3532,23411,1,P3532H01,0,23,0.7
P3532,23412,2,P3532H02,23,46,0.5
P3532,23413,3,P3532H03,46,80,0.2
P3532,23414,4,P3532H04,101,121,0.1
P3534,25053,1,P3534H01,0,30,0.5
P3534,25054,2,P3534H02,30,74,0.2
P3534,25055,3,P3534H03,95,123,1.2
P3535,23415,1,P3535H01,0,28,0.3
P3535,23416,2,P3535H02,28,66,0.3
P3535,23417,3,P3535H03,75,111,0.2
P3536,24308,1,P3536H01,0,30,-9999.0
P3536,24309,2,P3536H02,30,73,-9999.0
P3536,24310,3,P3536H03,73,120,-9999.0
P3537,25056,1,P3537H01,0,33,1.0
P3537,25057,2,P3537H02,33,55,0.5
P3537,25058,3,P3537H03,55,83,0.3
P3537,25059,4,P3537H04,83,118,0.3
P3538,25060,1,P3538H01,0,22,0.3
P3538,25061,2,P3538H02,22,56,0.4
P3538,25062,3,P3538H03,76,106,0.2
P3539,23418,1,P3539H01,0,25,0.3
P3539,23419,2,P3539H02,48,90,0.6
P3539,23420,3,P3539H03,90,115,0.2
P3540,25063,1,P3540H01,0,21,1.1
P3540,25064,2,P3540H02,21,51,0.6
P3540,25065,3,P3540H03,51,80,0.4
P3540,25066,4,P3540H04,94,113,0.3
P3541,25067,1,P3541H01,0,29,1.7
P3541,25068,2,P3541H02,29,62,0.8
P3541,25069,3,P3541H03,78,118,0.4
P3542,25070,1,P3542H01,0,22,1.1
P3542,25071,2,P3542H02,22,57,0.6
P3542,25072,3,P3542H03,87,112,0.4
P3543,23421,1,P3543H01,0,22,0.2
P3543,23422,2,P3543H02,22,49,0.2
P3543,23423,3,P3543H03,85,113,0.3
P3544,23424,1,P3544H01,0,30,0.5
P3544,23425,2,P3544H02,30,62,0.3
P3544,23426,3,P3544H03,80,107,0.3
P3545,25073,1,P3545H01,0,30,0.6
P3545,25074,2,P3545H02,56,88,0.2
P3545,25075,3,P3545H03,88,122,0.5
P3546,23427,1,P3546H01,0,30,0.5
P3546,23428,2,P3546H02,30,65,0.4
P3546,23429,3,P3546H03,85,103,0.2
P3547,25076,1,P3547H01,0,30,1.1
P3547,25077,2,P3547H02,43,79,0.3
P3547,25078,3,P3547H03,100,130,0.3
P3548,25079,1,P3548H01,0,37,1.6
P3548,25080,2,P3548H02,37,74,1.0
P3548,25081,3,P3548H03,74,102,0.8
P3549,23430,1,P3549H01,0,30,0.3
P3549,23431,2,P3549H02,30,55,0.5
P3549,23432,3,P3549H03,55,106,0.3
P3550,25082,1,P3550H01,0,28,1.3
P3550,25083,2,P3550H02,28,66,0.8
P3550,25084,3,P3550H03,78,105,0.3
P3551,25085,1,P3551H01,0,24,0.9
P3551,25086,2,P3551H02,40,70,0.5
P3551,25087,3,P3551H03,109,129,0.4
P3552,23433,1,P3552H01,0,30,0.5
P3552,23434,2,P3552H02,30,67,0.5
P3552,23435,3,P3552H03,89,111,0.2
P3553,25088,1,P3553H01,0,35,1.5
P3553,25089,2,P3553H02,56,85,0.5
P3553,25090,3,P3553H03,100,130,0.4
P3554,23436,1,P3554H01,0,40,1.3
P3554,23437,2,P3554H02,40,72,0.3
P3554,23438,3,P3554H03,93,115,0.1
P3555,25091,1,P3555H01,0,30,0.5
P3555,25092,2,P3555H02,40,70,0.6
P3555,25093,3,P3555H03,90,125,0.3
P3556,25094,1,P3556H01,0,30,0.8
P3556,25095,2,P3556H02,45,93,0.4
P3556,25096,3,P3556H03,100,132,0.5
P3557,23439,1,P3557H01,0,20,0.8
P3557,23440,2,P3557H02,43,75,0.1
P3557,23441,3,P3557H03,75,110,0.2
P3558,23442,1,P3558H01,0,32,0.6
P3558,23443,2,P3558H02,32,69,0.6
P3558,23444,3,P3558H03,89,110,0.1
P3559,23445,1,P3559H01,0,34,0.7
P3559,23446,2,P3559H02,34,62,0.4
P3559,23447,3,P3559H03,78,103,0.2
P3562,25097,1,P3562H01,0,28,-9999.0
P3562,25098,2,P3562H02,28,60,-9999.0
P3562,25099,3,P3562H03,73,98,-9999.0
P3562,25100,4,P3562H04,98,115,-9999.0
P3563,23448,1,P3563H01,0,28,0.5
P3563,23449,2,P3563H02,47,86,0.2
P3563,23450,3,P3563H03,86,108,0.2
P3564,23451,1,P3564H01,0,32,0.6
P3564,23452,2,P3564H02,59,90,0.3
P3564,23453,3,P3564H03,98,127,0.3
P3565,25101,1,P3565H01,0,31,2.1
P3565,25102,2,P3565H02,31,71,1.3
P3565,25103,3,P3565H03,87,118,0.8
P3566,23454,1,P3566H01,0,30,-9999.0
P3566,23455,2,P3566H02,45,76,-9999.0
P3566,23456,3,P3566H03,95,111,-9999.0
P3567,25104,1,P3567H01,0,20,1.5
P3567,25105,2,P3567H02,30,66,0.9
P3567,25106,3,P3567H03,82,121,0.3
P3568,25107,1,P3568H01,0,24,1.7
P3568,25108,2,P3568H02,24,60,1.0
P3568,25109,3,P3568H03,90,126,0.9
P3569,23457,1,P3569H01,0,34,-9999.0
P3569,23458,2,P3569H02,34,70,-9999.0
P3569,23459,3,P3569H03,70,103,-9999.0
P3570,25110,1,P3570H01,0,25,0.9
P3570,25111,2,P3570H02,42,78,0.5
P3570,25112,3,P3570H03,96,117,0.2
P3571,23460,1,P3571H01,0,3,0.2
P3571,23461,2,P3571H02,3,18,1.6
P3571,23462,3,P3571H03,43,84,0.2
P3571,23463,4,P3571H04,83,108,0.6
P3572,25113,1,P3572H01,0,28,1.6
P3572,25114,2,P3572H02,28,53,1.0
P3572,25115,3,P3572H03,80,112,0.8
P3573,25116,1,P3573H01,0,40,1.3
P3573,25117,2,P3573H02,60,90,0.6
P3573,25118,3,P3573H03,111,143,0.9
P3574,23464,1,P3574H01,0,30,1.2
P3574,23465,2,P3574H02,30,58,0.6
P3574,23466,3,P3574H03,78,114,0.6
P3575,25119,1,P3575H01,0,30,1.7
P3575,25120,2,P3575H02,30,95,1.3
P3575,25121,3,P3575H03,98,121,0.3
P3576,25122,1,P3576H01,0,30,2.3
P3576,25123,2,P3576H02,51,78,1.0
P3576,25124,3,P3576H03,78,123,0.8
P3577,25125,1,P3577H01,0,40,2.6
P3577,25126,2,P3577H02,47,75,1.1
P3577,25127,3,P3577H03,75,102,1.0
P3577,25128,4,P3577H04,102,129,0.9
P3578,23467,1,P3578H01,0,20,2.4
P3578,23468,2,P3578H02,43,70,0.9
P3578,23469,3,P3578H03,80,111,1.0
P3579,25129,1,P3579H01,0,24,2.0
P3579,25130,2,P3579H02,24,59,1.8
P3579,25131,3,P3579H03,92,127,0.9
P3580,23470,1,P3580H01,0,38,1.3
P3580,23471,2,P3580H02,38,65,0.9
P3580,23472,3,P3580H03,72,111,0.3
P3581,25132,1,P3581H01,0,28,1.5
P3581,25133,2,P3581H02,28,66,1.0
P3581,25134,3,P3581H03,66,101,1.0
P3582,23473,1,P3582H01,0,33,1.0
P3582,23474,2,P3582H02,33,60,0.9
P3582,23475,3,P3582H03,60,100,0.6
P3583,23476,1,P3583H01,0,30,1.6
P3583,23477,2,P3583H02,53,87,0.8
P3583,23478,3,P3583H03,87,115,0.7
P3584,23479,1,P3584H01,0,18,1.3
P3584,23480,2,P3584H02,18,37,0.9
P3584,23481,3,P3584H03,37,71,0.7
P3584,23482,4,P3584H04,71,107,0.5
P3585,25135,1,P3585H01,0,30,2.5
P3585,25136,2,P3585H02,48,70,1.3
P3585,25137,3,P3585H03,83,108,0.5
P3586,23483,1,P3586H01,0,28,1.5
P3586,23484,2,P3586H02,28,63,0.5
P3586,23485,3,P3586H03,73,100,0.5
P3587,23486,1,P3587H01,0,37,-9999.0
P3587,23487,2,P3587H02,37,75,-9999.0
P3587,23488,3,P3587H03,75,102,-9999.0
P3588,23489,1,P3588H01,0,28,-9999.0
P3588,23490,2,P3588H02,28,64,-9999.0
P3588,23491,3,P3588H03,66,110,-9999.0
P3589,25138,1,P3589H01,0,34,2.8
P3589,25139,2,P3589H02,34,63,1.3
P3589,25140,3,P3589H03,63,115,1.6
P3590,25141,1,P3590H01,0,37,1.5
P3590,25142,2,P3590H02,37,51,1.5
P3590,25143,3,P3590H03,51,78,1.9
P3591,25144,1,P3591H01,0,35,1.7
P3591,25145,2,P3591H02,35,63,0.5
P3591,25146,3,P3591H03,97,129,0.7
P3592,25147,1,P3592H01,0,40,1.3
P3592,25148,2,P3592H02,52,82,0.5
P3592,25149,3,P3592H03,82,103,0.7
P3593,23492,1,P3593H01,0,38,1.0
P3593,23493,2,P3593H02,54,75,0.9
P3593,23494,3,P3593H03,91,119,1.1
P3594,23495,1,P3594H01,0,35,2.1
P3594,23496,2,P3594H02,35,79,1.1
P3594,23497,3,P3594H03,79,108,1.6
P3595,23498,1,P3595H01,0,30,2.4
P3595,23499,2,P3595H02,30,54,2.7
P3595,23500,3,P3595H03,54,115,2.0
P3596,25150,1,P3596H01,0,42,1.7
P3596,25151,2,P3596H02,42,67,1.9
P3597,23501,1,P3597H01,0,28,1.9
P3597,25152,1,P3597H01,0,28,1.9
P3597,23502,2,P3597H02,28,65,1.7
P3597,25153,2,P3597H02,28,65,1.7
P3597,23503,3,P3597H03,65,92,1.7
P3597,25154,3,P3597H03,65,92,1.7
P3598,25155,1,P3598H01,0,34,2.1
P3598,25156,2,P3598H02,34,60,1.9
P3599,23504,1,P3599H01,0,28,2.8
P3599,23505,2,P3599H02,28,57,2.5
P3599,23506,3,P3599H03,57,110,-9999.0
P3600,23507,1,P3600H01,0,38,2.2
P3600,23508,2,P3600H02,51,120,1.5
P3601,25157,1,P3601H01,0,39,1.3
P3601,25158,2,P3601H02,39,62,1.3
P3601,25159,3,P3601H03,63,78,0.1
P3601,25160,4,P3601H04,78,130,1.7
P3602,23509,1,P3602H01,0,34,1.7
P3602,23510,2,P3602H02,34,100,1.6
P3603,23511,1,P3603H01,0,26,1.8
P3603,23512,2,P3603H02,26,50,2.1
P3603,23513,3,P3603H03,50,100,1.5
P3604,25161,1,P3604H01,0,35,2.1
P3604,25162,2,P3604H02,35,115,2.6
P3605,25163,1,P3605H01,0,45,-9999.0
P3605,25164,2,P3605H02,45,82,-9999.0
P3606,23514,1,P3606H01,0,30,2.6
P3606,23515,2,P3606H02,30,58,1.5
P3607,23516,1,P3607H01,0,34,2.8
P3607,23517,2,P3607H02,34,95,1.8
P3607,23518,3,P3607H03,95,130,0.9
P3608,25165,1,P3608H01,0,44,-9999.0
P3608,25166,2,P3608H02,44,56,-9999.0
P3609,25167,1,P3609H01,0,42,-9999.0
P3609,25168,2,P3609H02,42,67,-9999.0
P3610,23519,1,P3610H01,0,34,2.0
P3610,23520,2,P3610H02,34,66,0.8
P3610,23521,3,P3610H03,66,100,2.6
P3611,23522,1,P3611H01,0,34,1.5
P3611,23523,2,P3611H02,34,68,0.8
P3611,23524,3,P3611H03,68,117,2.7
P3612,23525,1,P3612H01,0,43,1.7
P3612,23526,2,P3612H02,43,79,1.3
P3612,23527,3,P3612H03,79,120,-9999.0
P3613,25169,1,P3613H01,0,42,2.5
P3613,25170,2,P3613H02,42,79,0.9
P3613,25171,3,P3613H03,79,110,1.1
P3614,23528,1,P3614H01,0,35,3.6
P3614,23529,2,P3614H02,35,70,2.7
P3614,23530,3,P3614H03,70,100,2.6
P3614,23531,4,P3614H04,100,150,-9999.0
P3615,25172,1,P3615H01,0,44,2.0
P3615,25173,2,P3615H02,44,71,1.5
P3616,23532,1,P3616H01,0,31,2.6
P3616,23533,2,P3616H02,31,83,2.3
P3616,23534,3,P3616H03,93,120,2.1
P3617,25174,1,P3617H01,0,35,1.9
P3617,25175,2,P3617H02,35,69,0.7
P3617,25176,3,P3617H03,69,115,1.2
P3618,23535,1,P3618H01,0,26,2.4
P3618,23536,2,P3618H02,26,65,1.8
P3618,23537,3,P3618H03,65,110,2.0
P3619,23538,1,P3619H01,0,24,2.6
P3619,23539,2,P3619H02,24,68,1.9
P3619,23540,3,P3619H03,68,102,2.3
P3620,23541,1,P3620H01,0,33,2.1
P3620,23542,2,P3620H02,33,58,1.0
P3620,23543,3,P3620H03,58,83,-9999.0
P3620,23544,4,P3620H04,83,110,-9999.0
P3621,25177,1,P3621H01,0,34,1.5
P3621,25178,2,P3621H02,42,85,1.2
P3621,25179,3,P3621H03,85,120,2.3
P3622,23545,1,P3622H01,0,24,2.1
P3622,23546,2,P3622H02,24,71,0.9
P3622,23547,3,P3622H03,71,100,0.9
